,P_NAME,P_RADIUS,P_MASS,P_ESCAPE,P_TEMP_SURF
1713,Kepler-431 d,1.121,1.4111563,1.1219791,1185.5301
1715,Kepler-126 b,1.52456,2.9240176,1.3848978,1185.8232
1716,Kepler-1870 b,2.09627,5.0534652,1.5526409,1186.9205
1717,Kepler-1235 b,0.7847,0.41635468,0.72841671,1186.9433
1718,Kepler-981 b,2.30926,5.9433837,1.6042811,1187.2545
1719,Kepler-1248 b,1.17705,1.7575889,1.2219718,1187.9638
1720,K2-219 c,1.43488,2.6602204,1.3616046,1188.159
1721,Kepler-275 b,2.34289,6.0705149,1.6096699,1190.1664
1722,Kepler-1542 d,0.87438,0.59116009,0.82224728,1191.5498
1723,Kepler-675 b,2.44378,6.5154741,1.6328337,1192.0076
1724,Kepler-918 b,1.73755,3.6868048,1.456654,1193.7533
1725,Kepler-1281 b,1.63666,3.337194,1.427945,1193.8415
1726,Kepler-387 b,1.03132,1.0806152,1.0236201,1193.8954
1727,Kepler-1637 b,0.88559,0.63883429,0.84933252,1194.2564
1728,Kepler-770 d,1.40125,2.542624,1.3470486,1195.8601
1729,Kepler-707 b,1.33399,2.3296793,1.321514,1196.1318
1730,Kepler-794 b,2.10748,5.085248,1.5533679,1196.1643
1731,Kepler-162 b,1.25552,2.1262693,1.3013596,1197.5569
1732,Kepler-403 d,1.42367,2.6030113,1.3521764,1197.8395
1733,Kepler-1813 b,1.41246,2.5807634,1.3517177,1197.8985
1734,Kepler-1179 b,1.32278,2.3010747,1.3189294,1197.9334
1735,Kepler-1304 b,2.28684,5.8480353,1.5991423,1198.86
1736,Kepler-32 f,0.81833,0.476742,0.76326873,1199.4967
1737,Kepler-321 b,1.77118,3.7821532,1.461296,1199.5913
1738,Kepler-1669 c,1.9057,4.2588952,1.4949312,1200.1991
1739,Kepler-1311 b,1.24431,2.0690603,1.2895028,1200.5288
1740,Kepler-1095 b,1.21068,1.9260377,1.261298,1202.9267
1741,Kepler-1005 b,1.50214,2.8572737,1.3791793,1202.9779
1742,Kepler-334 b,1.121,1.4588305,1.140774,1203.1113
1743,K2-223 c,1.50214,2.8572737,1.3791793,1203.468
1744,pi Men c,2.06264,3.6295958,1.326531,1203.6466
1745,EPIC 212297394 b,1.47972,2.7937081,1.3740443,1203.7826
1746,Kepler-810 b,1.92812,4.3860264,1.5082335,1204.4517
1747,Kepler-1130 c,0.79591,0.42271124,0.72876905,1204.4826
1748,HD 1461 b,2.42136,6.4391953,1.6307452,1204.6661
1749,Kepler-1471 b,1.41246,2.5712285,1.3492184,1205.5122
1750,Kepler-294 b,1.77118,3.7821532,1.461296,1206.0078
1751,Kepler-366 c,1.7936,3.8457188,1.4642862,1206.4918
1752,K2-209 b,0.86317,0.58480353,0.823108,1207.6658
1753,K2-226 b,1.53577,2.9875832,1.3947518,1207.8019
1754,Kepler-380 c,1.26673,2.1548739,1.3042742,1208.992
1755,K2-191 b,1.58061,3.1178927,1.4044886,1209.313
1756,Kepler-1629 b,0.77349,0.3813936,0.70219762,1209.4832
1757,Kepler-272 c,1.7936,97.891025,7.3876896,1210.0569
1758,HIP 57274 b,2.39894,6.3565601,1.6278013,1210.4093
1759,Kepler-847 b,1.17705,1.7575889,1.2219718,1210.7806
1760,Kepler-1942 b,2.11869,5.1170308,1.5540869,1213.098
1761,K2-58 c,1.62545,3.2418456,1.4122428,1213.212
1762,61 Vir b,2.10748,5.085248,1.5533679,1214.7088
1763,Kepler-641 b,1.84965,4.0681984,1.4830517,1214.7203
1764,Kepler-771 b,1.81602,3.97285,1.479077,1215.6455
1765,Kepler-20 b,1.87207,9.7001106,2.2762885,1215.9222
1766,Kepler-134 b,1.99538,4.6720716,1.5301779,1216.5924
1767,Kepler-1019 b,1.4573,2.7301425,1.3687312,1216.9552
1768,Kepler-605 b,1.43488,2.6665769,1.3632304,1217.1555
1769,K2-175 b,2.04022,4.7992028,1.5337199,1217.3763
1770,GJ 9827 b,1.58061,4.9104426,1.7625764,1220.0898
1771,Kepler-1207 b,1.62545,3.2418456,1.4122428,1221.7766
1772,Kepler-1812 b,2.32047,6.0069493,1.6089369,1222.1936
1773,Kepler-639 b,2.37652,6.2612117,1.6231492,1222.453
1774,Kepler-208 c,1.39004,2.5108412,1.3439898,1222.9457
1775,Kepler-897 b,2.38773,6.2929945,1.6234393,1223.842
1776,Kepler-320 b,1.14342,1.5541789,1.1658633,1223.9432
1777,Kepler-1598 b,0.95285,0.80728313,0.92045099,1225.5059
1779,Kepler-160 b,1.71513,3.5914564,1.4470608,1228.4444
1780,K2-275 b,2.34289,6.0705149,1.6096699,1228.799
1781,Kepler-273 b,1.50214,2.8572737,1.3791793,1229.1924
1782,Kepler-171 b,2.34289,6.0705149,1.6096699,1229.5203
1783,Kepler-203 c,2.4662,750.07409,17.439657,1229.7188
1784,Kepler-975 b,1.47972,2.7937081,1.3740443,1230.9755
1785,Kepler-60 c,1.9057,3.8488971,1.4211532,1231.3386
1786,Kepler-1832 b,1.22189,2.0245644,1.287211,1232.026
1787,Kepler-1330 b,1.64787,3.3689768,1.4298403,1233.1612
1788,Kepler-1972 b,0.80712,2.0213861,1.5825432,1233.3503
1789,Kepler-1946 b,2.48862,6.7379537,1.6454501,1234.4475
1790,KOI-351 b,1.31157,2.2692919,1.3153746,1234.8234
1791,Kepler-1756 b,1.46851,2.7682819,1.3729879,1236.8738
1792,Kepler-864 b,2.39894,6.3565601,1.6278013,1237.3494
1793,Kepler-402 c,1.55819,3.0543271,1.400063,1240.1273
1794,HD 108236 b,1.61424,3.2418456,1.4171379,1240.2535
1795,Kepler-789 b,2.11869,5.1488136,1.5589058,1241.3106
1796,Kepler-370 b,1.59182,3.1560321,1.4080683,1242.4355
1797,Kepler-337 c,2.05143,4.8627684,1.5396196,1244.4551
1798,Kepler-132 c,1.27794,2.1834784,1.3071313,1245.8515
1799,Kepler-758 b,2.47741,6.7061709,1.6452745,1246.3317
1800,Kepler-1705 b,2.02901,4.4686617,1.4840435,1247.0852
1801,Kepler-1380 b,1.43488,2.6347941,1.3550819,1247.4871
1802,Kepler-868 b,2.05143,4.8627684,1.5396196,1247.7765
1803,Kepler-1530 b,1.63666,3.337194,1.427945,1248.9175
1804,Kepler-746 b,1.10979,1.4111563,1.1276314,1249.4707
1805,Kepler-269 c,1.69271,3.496108,1.4371468,1249.4768
1806,K2-268 b,1.50214,2.8572737,1.3791793,1250.1017
1807,Kepler-150 b,1.25552,2.0976648,1.2925764,1250.2429
1808,K2-397 b,2.42136,6.4201257,1.6283287,1250.6264
1809,Kepler-658 b,1.62545,3.3054112,1.4260211,1250.6673
1811,Kepler-132 b,1.21068,1.9260377,1.261298,1255.1144
1812,Kepler-1225 b,1.81602,3.97285,1.479077,1255.1439
1813,Kepler-1894 b,1.19947,1.8751852,1.2503379,1255.2793
1814,Kepler-1169 b,0.94164,0.77867861,0.90936173,1256.4569
1815,Kepler-1850 b,0.72865,0.31147144,0.6538071,1257.5843
1816,Kepler-1542 e,0.76228,0.36232392,0.68943169,1257.9958
1817,Kepler-406 c,0.85196,2.860452,1.832347,1258.9288
1818,Kepler-1154 c,2.36531,6.1658633,1.6145552,1261.7308
1819,Kepler-363 c,1.69271,66.426053,6.2643778,1263.0111
1820,Kepler-213 c,2.34289,6.0705149,1.6096699,1263.3779
1821,Kepler-341 b,1.17705,1.7575889,1.2219718,1263.7032
1822,Kepler-372 b,1.35641,2.4186711,1.3353433,1263.8342
1823,Kepler-133 b,1.75997,3.7503704,1.4597701,1264.5374
1824,Kepler-292 b,1.32278,2.3010747,1.3189294,1266.7377
1825,Kepler-1364 b,2.15232,5.2759448,1.5656573,1266.7421
1826,K2-374 b,1.59182,3.1655669,1.4101937,1267.0783
1827,Kepler-1290 b,1.42367,2.6030113,1.3521764,1268.5077
1828,Kepler-1555 b,1.61424,3.2100628,1.410174,1268.5944
1829,Kepler-360 b,1.64787,3.3689768,1.4298403,1271.2893
1830,Kepler-1296 b,0.90801,0.69286505,0.87353238,1271.501
1831,Kepler-743 b,1.21068,1.9260377,1.261298,1271.6939
1832,Kepler-119 c,0.91922,0.72146957,0.88592973,1272.3971
1833,Kepler-1855 b,1.22189,1.9609988,1.2668424,1273.1272
1834,K2-350 b,1.53577,2.9875832,1.3947518,1274.0284
1835,Kepler-164 b,1.41246,2.5712285,1.3492184,1274.9898
1836,DMPP-1 c,3.06033,9.5984057,1.7709872,1277.4104
1837,K2-38 b,1.9057,19.06968,3.1633295,1277.4335
1838,Kepler-361 b,1.44609,2.6983597,1.3660049,1277.8253
1839,Kepler-1631 b,1.3452,2.3900666,1.332943,1277.9394
1840,K2-166 b,2.18595,5.4348589,1.5767906,1278.5776
1841,Kepler-1115 b,1.70392,3.5278908,1.4389078,1281.9572
1842,Kepler-1865 b,1.58061,3.1115361,1.4030562,1283.6348
1843,Kepler-466 c,1.25552,2.0976648,1.2925764,1283.7908
1844,Kepler-1588 b,0.76228,0.36232392,0.68943169,1283.8149
1845,Kepler-998 b,2.32047,6.0069493,1.6089369,1285.09
1846,K2-187 c,1.40125,2.542624,1.3470486,1287.7385
1847,Kepler-1070 b,1.72634,3.655022,1.4550631,1287.8168
1848,Kepler-190 b,1.55819,3.0543271,1.400063,1288.7245
1849,K2-165 b,1.27794,2.167587,1.302366,1288.8621
1850,Kepler-393 b,1.28915,2.2120829,1.3099327,1289.5852
1851,Kepler-304 e,1.19947,1.8688287,1.2482169,1290.4071
1852,K2-352 b,1.36762,2.4504539,1.3385683,1290.8257
1853,Kepler-285 b,1.3452,2.3582838,1.3240507,1291.4258
1854,Kepler-179 b,1.63666,3.337194,1.427945,1292.1695
1856,Kepler-1371 b,0.72865,0.31464972,0.65713438,1295.0139
1857,Kepler-1292 b,1.81602,3.97285,1.479077,1297.2356
1858,K2-398 b,2.27563,5.7844697,1.59434,1298.2546
1859,K2-376 b,1.73755,3.655022,1.4503618,1298.3888
1860,Kepler-65 d,1.52456,4.131764,1.6462489,1298.9001
1861,Kepler-1431 b,1.46851,2.7619253,1.3714106,1299.9697
1863,Kepler-1073 c,1.63666,3.337194,1.427945,1301.6588
1864,Kepler-1219 b,2.11869,5.1488136,1.5589058,1302.0648
1865,Kepler-923 b,1.37883,2.4790584,1.3408741,1303.3699
1866,Kepler-1357 b,1.27794,2.1834784,1.3071313,1306.4079
1867,Kepler-1165 b,1.54698,3.0225443,1.3977966,1307.6684
1868,Kepler-1351 b,0.65018,0.2065882,0.56368432,1308.1526
1869,Kepler-1591 b,1.26673,2.1548739,1.3042742,1310.8725
1870,Kepler-256 c,2.15232,5.2759448,1.5656573,1311.0355
1871,Kepler-625 b,1.99538,4.608506,1.5197329,1311.5659
1872,Kepler-881 b,1.78239,3.813936,1.4628013,1312.2035
1873,Kepler-1344 b,1.83844,4.0364156,1.4817441,1313.0962
1874,Kepler-286 c,1.36762,2.4504539,1.3385683,1313.246
1875,Kepler-295 b,1.22189,1.9832467,1.2740085,1313.4185
1876,Kepler-806 b,1.14342,1.5541789,1.1658633,1315.752
1877,Kepler-824 b,1.87207,4.1635468,1.4913195,1316.1015
1878,Kepler-1222 b,0.7847,0.41635468,0.72841671,1316.2736
1879,K2-383 b,1.5694,3.0670402,1.3979541,1316.5804
1880,Kepler-431 c,0.6726,0.22883616,0.58328915,1316.8279
1881,Kepler-524 b,1.9057,4.3224608,1.5060461,1317.1416
1882,Kepler-1216 b,1.39004,2.5108412,1.3439898,1317.1555
1883,Kepler-144 b,1.33399,2.3296793,1.321514,1317.3426
1884,Kepler-887 c,1.13221,1.5065047,1.153511,1317.4725
1885,K2-189 b,1.52456,2.9240176,1.3848978,1319.6754
1886,Kepler-1607 b,0.91922,0.72146957,0.88592973,1319.8254
1887,Kepler-1131 b,1.59182,3.1560321,1.4080683,1321.4915
1888,Kepler-1158 b,2.34289,6.0705149,1.6096699,1321.9399
1889,Kepler-68 b,2.3541,7.65012,1.8026926,1323.0557
1890,Kepler-1487 b,2.1299,5.1805964,1.5595894,1323.0692
1891,HD 158259 d,2.18595,5.4094326,1.5730979,1324.4359
1892,Kepler-1864 b,0.75107,0.35278908,0.6853578,1325.1371
1893,Kepler-392 b,0.99769,0.97255369,0.98732238,1325.2405
1894,K2-138 b,1.51335,3.098823,1.430964,1325.4972
1895,Kepler-381 d,1.06495,1.2268161,1.0733099,1326.665
1896,Kepler-60 b,1.71513,4.1889731,1.5628067,1326.9552
1897,Kepler-373 b,1.35641,2.4186711,1.3353433,1327.0739
1898,K2-270 b,1.37883,2.4790584,1.3408741,1327.7681
1900,Kepler-1028 b,1.33399,2.3296793,1.321514,1328.0643
1901,Kepler-1429 b,1.28915,2.2120829,1.3099327,1328.2792
1902,EPIC 206317286 b,0.96406,0.83906593,0.93292345,1328.3316
1903,Kepler-122 b,2.34289,6.0705149,1.6096699,1328.5587
1904,Kepler-1839 b,1.95054,4.449592,1.5103676,1330.8725
1905,Kepler-1833 b,1.30036,2.2406874,1.3126799,1332.5807
1906,Kepler-382 b,1.32278,2.3010747,1.3189294,1334.4103
1907,Kepler-197 b,1.02011,1.0424758,1.010903,1334.7018
1908,Kepler-185 b,1.16584,1.7067364,1.2099398,1335.0085
1909,Kepler-1905 b,1.44609,2.6856466,1.3627832,1335.4648
1910,Kepler-1119 b,1.91691,4.3542436,1.5071466,1335.6501
1911,Kepler-18 b,1.99538,6.9922161,1.8719516,1336.8016
1912,Kepler-537 b,1.41246,2.5712285,1.3492184,1338.1647
1913,Kepler-348 b,1.52456,2.9240176,1.3848978,1339.1028
1914,Kepler-1565 b,1.18826,1.8116196,1.2347464,1339.5601
1916,Kepler-1365 b,0.91922,0.72146957,0.88592973,1341.8071
1917,Kepler-760 c,1.47972,2.7937081,1.3740443,1341.9879
1918,Kepler-218 b,1.47972,2.7937081,1.3740443,1348.4716
1919,Kepler-338 e,1.55819,8.5813561,2.346755,1348.8916
1920,Kepler-1901 b,1.47972,2.7746385,1.3693467,1349.4961
1921,Kepler-314 b,0.82954,0.49898996,0.77558114,1350.32
1922,Kepler-1370 c,1.26673,2.1548739,1.3042742,1352.3
1923,Kepler-154 e,1.50214,2.8572737,1.3791793,1352.6075
1924,HD 86226 c,2.16353,7.2496567,1.8305317,1354.3152
1925,DMPP-1 e,1.86086,4.1285858,1.4895113,1355.3362
1926,Kepler-514 b,1.71513,3.5914564,1.4470608,1355.9615
1927,EPIC 201757695.02,0.90801,0.68968677,0.87152657,1356.2035
1928,Kepler-100 b,1.32278,7.3100441,2.3508027,1357.0431
1929,Kepler-1876 b,0.97527,0.90580981,0.96373155,1358.5545
1930,Kepler-1563 b,0.75107,0.34643252,0.67915534,1360.6912
1931,Kepler-787 b,1.27794,2.1834784,1.3071313,1363.0825
1932,Kepler-1189 b,1.77118,3.7821532,1.461296,1363.2085
1933,Kepler-1569 b,1.6815,3.4643252,1.4353602,1364.369
1934,Kepler-1346 b,1.58061,3.121071,1.4052043,1365.3512
1935,Kepler-1468 b,1.72634,3.655022,1.4550631,1366.5002
1936,Kepler-1542 b,0.76228,0.36232392,0.68943169,1368.6833
1937,HR 858 c,1.93933,4.4178092,1.5093071,1368.9933
1938,Kepler-821 b,1.31157,2.2692919,1.3153746,1370.1614
1939,Kepler-1885 b,1.51335,2.8922348,1.3824425,1370.312
1940,Kepler-173 b,1.28915,2.2120829,1.3099327,1370.4087
1941,Kepler-1257 b,1.52456,2.9240176,1.3848978,1372.0717
1942,Kepler-666 b,2.39894,6.3565601,1.6278013,1372.3696
1943,Kepler-862 b,2.20837,5.5302073,1.5824674,1373.0565
1944,Kepler-605 c,0.86317,0.56573385,0.80957653,1373.1366
1945,HD 93351 b,1.70392,3.5374257,1.440851,1375.6531
1946,Kepler-148 b,1.80481,3.9092844,1.4717461,1379.2459
1947,Kepler-216 b,2.3541,6.1340805,1.6142183,1379.295
1948,Kepler-450 d,0.84075,17.601315,4.5755059,1380.4764
1949,Kepler-1163 b,1.03132,1.0806152,1.0236201,1380.783
1950,Kepler-291 b,2.16353,5.3077276,1.5662924,1382.5212
1951,Kepler-24 d,1.67029,3.4325424,1.4335473,1382.5652
1952,Kepler-853 b,1.69271,3.496108,1.4371468,1382.6173
1953,TOI-1075 b,1.7936,9.9511948,2.355455,1383.3402
1954,Kepler-793 b,1.36762,2.4504539,1.3385683,1383.3433
1955,Kepler-1240 b,1.15463,1.6050314,1.1790178,1386.0954
1956,K2-36 b,1.43488,3.8997496,1.6485821,1387.7725
1957,Kepler-1581 b,0.79591,0.43542436,0.7396468,1388.0042
1958,Kepler-1516 b,1.74876,3.7185876,1.4582229,1388.0608
1959,Kepler-872 b,1.99538,4.608506,1.5197329,1390.3253
1960,Kepler-1557 b,1.52456,2.9558004,1.3924041,1391.9469
1961,Kepler-526 b,1.99538,4.608506,1.5197329,1391.9727
1962,Kepler-969 c,0.98648,0.93759261,0.97490645,1394.557
1963,Kepler-80 f,1.21068,1.9260377,1.261298,1396.2131
1964,Kepler-603 d,1.32278,2.3010747,1.3189294,1397.1197
1965,Kepler-1342 b,1.65908,3.4007596,1.4317075,1399.4215
1967,Kepler-773 b,1.43488,2.6347941,1.3550819,1401.754
1968,Kepler-299 b,1.32278,2.3010747,1.3189294,1402.6223
1969,Kepler-82 d,1.77118,3.7821532,1.461296,1402.7532
1970,Kepler-238 c,2.38773,6.2929945,1.6234393,1402.9629
1971,Kepler-1893 b,1.70392,3.5596736,1.4453748,1405.256
1972,GJ 367 b,0.71744,0.54666417,0.87290606,1406.3439
1973,Kepler-1403 b,2.14111,5.2123792,1.5602655,1408.9018
1974,TOI-411 b,1.71513,3.5914564,1.4470608,1410.818
1975,K2-265 b,1.71513,6.5409003,1.9528561,1411.1644
1976,Kepler-1200 b,1.06495,1.1982116,1.0607234,1411.373
1978,Kepler-172 b,2.3541,6.1340805,1.6142183,1412.3448
1979,Kepler-822 b,1.77118,3.7821532,1.461296,1413.4229
1980,K2-111 b,1.81602,5.288658,1.7065241,1413.5867
1981,Kepler-1890 b,0.86317,0.58798181,0.82534167,1414.0557
1982,Kepler-1282 b,1.54698,3.0225443,1.3977966,1414.8106
1983,Kepler-1579 b,0.84075,0.52123792,0.78738034,1415.4897
1984,Kepler-1560 b,0.88559,0.63883429,0.84933252,1416.0398
1985,Kepler-842 b,1.60303,3.17828,1.4080733,1416.3012
1986,Kepler-1743 b,1.60303,3.17828,1.4080733,1416.7226
1987,Kepler-758 e,1.52456,2.9558004,1.3924041,1419.992
1988,Kepler-1206 b,1.63666,3.337194,1.427945,1420.2758
1989,Kepler-914 b,1.37883,2.4790584,1.3408741,1420.4347
1990,K2-219 b,1.3452,2.38371,1.3311693,1420.5721
1991,Kepler-374 d,1.31157,2.2692919,1.3153746,1423.563
1992,Kepler-84 d,1.37883,2.4790584,1.3408741,1425.506
1993,Kepler-1818 b,1.71513,3.5914564,1.4470608,1425.7369
1994,Kepler-1328 b,0.97527,0.90263153,0.96203931,1426.4051
1995,Kepler-431 b,0.76228,0.37185876,0.69844425,1429.2437
1996,Kepler-1745 b,1.92812,4.3860264,1.5082335,1430.1798
1997,Kepler-1691 b,1.83844,4.0364156,1.4817441,1430.2703
1998,Kepler-1331 b,1.05374,1.1568939,1.047804,1430.7921
1999,Kepler-932 b,1.36762,2.4504539,1.3385683,1431.0955
2000,Kepler-402 b,1.22189,1.9832467,1.2740085,1431.9756
2001,Kepler-1213 b,1.18826,1.8116196,1.2347464,1433.2893
2002,Kepler-1963 b,0.73986,0.33689768,0.6747987,1435.8616
2003,Kepler-535 b,2.36531,6.1658633,1.6145552,1436.5723
2004,Kepler-135 b,1.80481,3.9410672,1.4777167,1438.5777
2005,Kepler-1572 b,0.94164,0.77867861,0.90936173,1439.251
2006,Kepler-269 b,2.4662,6.6743881,1.6450973,1439.812
2007,K2-61 b,2.47741,6.7061709,1.6452745,1440.7137
2008,Kepler-107 c,1.59182,9.3886392,2.4285908,1440.7583
2009,Kepler-1537 b,1.17705,1.7575889,1.2219718,1440.9127
2010,Kepler-1594 b,1.06495,1.1982116,1.0607234,1445.8496
2011,K2-291 b,1.59182,6.4900478,2.019189,1448.0892
2012,Kepler-301 b,1.3452,2.3900666,1.332943,1448.1697
2013,Kepler-825 b,1.52456,2.9558004,1.3924041,1448.5104
2014,Kepler-1065 c,1.60303,3.17828,1.4080733,1451.0805
2015,TOI-2411 b,1.6815,3.4643252,1.4353602,1452.2436
2016,Kepler-1055 b,1.2331,2.0404558,1.2863657,1452.3013
2017,Kepler-578 b,1.99538,4.6720716,1.5301779,1453.0478
2018,Kepler-1149 b,1.43488,2.6665769,1.3632304,1454.756
2019,K2-156 b,1.09858,1.3666604,1.1153585,1455.0489
2020,Kepler-1336 c,1.71513,3.5596736,1.4406436,1459.5065
2021,Kepler-1039 b,1.4573,2.7301425,1.3687312,1459.862
2022,Kepler-1433 b,1.55819,3.0543271,1.400063,1460.1446
2023,Kepler-323 c,1.62545,79.774829,7.0056128,1463.3284
2024,Kepler-1174 b,1.59182,3.1560321,1.4080683,1463.7442
2025,Kepler-710 b,1.88328,4.1953296,1.4925387,1464.0472
2026,Kepler-1153 b,1.72634,3.655022,1.4550631,1468.0162
2027,HD 156668 b,1.87207,4.131764,1.4856165,1468.878
2028,Kepler-1877 b,0.62776,0.17798368,0.53246771,1469.1535
2029,Kepler-326 b,1.52456,44.49592,5.4024137,1469.4193
2030,Kepler-1935 b,2.49983,6.8015193,1.6494826,1469.536
2031,Kepler-166 d,1.72634,3.655022,1.4550631,1469.7828
2032,Kepler-1421 b,0.93043,0.75007409,0.89786332,1471.4423
2033,Kepler-1575 b,1.31157,2.2692919,1.3153746,1472.2453
2034,K2-411 b,0.98648,0.93759261,0.97490645,1476.5912
2035,K2-221 b,1.6815,3.4643252,1.4353602,1478.4727
2036,Kepler-208 b,1.62545,3.3054112,1.4260211,1479.1896
2037,Kepler-376 b,1.06495,1.2395292,1.0788567,1480.0735
2038,Kepler-1320 b,1.70392,3.5278908,1.4389078,1481.2451
2039,Kepler-322 b,1.0089,1.0075148,0.99931326,1483.5044
2040,Kepler-1154 b,2.34289,6.0705149,1.6096699,1485.7852
2041,Kepler-680 b,2.42136,6.4519085,1.6323543,1488.1075
2042,Kepler-217 c,1.84965,4.0681984,1.4830517,1488.5921
2043,Kepler-683 b,1.97296,4.5449404,1.5177665,1491.4426
2044,Kepler-1066 b,2.36531,6.1658633,1.6145552,1491.5408
2045,Kepler-168 b,1.4573,2.7301425,1.3687312,1496.6722
2046,Kepler-1698 b,1.07616,1.2522423,1.0787126,1498.7276
2047,Kepler-111 b,1.58061,3.121071,1.4052043,1500.8656
2048,Kepler-1827 b,1.86086,4.0999812,1.4843424,1502.1559
2049,Kepler-999 b,2.34289,6.0705149,1.6096699,1502.7861
2050,Kepler-97 b,1.47972,3.496108,1.5371019,1503.1272
2051,K2-44 b,2.43257,6.4836913,1.6325951,1504.5101
2052,Kepler-1283 b,1.9057,4.3224608,1.5060461,1505.4227
2053,Kepler-381 b,0.98648,0.93759261,0.97490645,1505.5624
2054,Kepler-1616 b,1.02011,1.0424758,1.010903,1505.8385
2055,Kepler-1525 b,0.90801,0.69286505,0.87353238,1506.8481
2056,Kepler-501 c,1.6815,3.4643252,1.4353602,1507.6908
2057,HD 110113 b,2.05143,4.551297,1.4894956,1509.0422
2058,Kepler-848 b,1.70392,3.5278908,1.4389078,1509.4004
2059,Kepler-380 b,1.18826,1.8116196,1.2347464,1510.0305
2061,Kepler-755 b,1.75997,3.7503704,1.4597701,1511.8679
2062,Kepler-403 b,1.25552,2.0976648,1.2925764,1512.0422
2063,Kepler-1436 b,1.31157,2.2692919,1.3153746,1515.0155
2064,Kepler-1181 b,1.5694,3.0892882,1.4030152,1515.0429
2065,Kepler-1395 b,0.79591,0.43542436,0.7396468,1518.2988
2066,Kepler-1542 c,0.65018,0.2065882,0.56368432,1518.7837
2067,Kepler-996 b,1.98417,4.5767232,1.5187556,1519.0832
2068,Kepler-1343 b,1.92812,4.3860264,1.5082335,1519.1391
2069,Kepler-750 c,1.62545,3.2418456,1.4122428,1519.1726
2070,HD 158259 c,2.23079,5.6001294,1.5844177,1521.0012
2071,Kepler-1428 b,1.63666,3.337194,1.427945,1522.3788
2072,Kepler-33 b,1.73755,3.6868048,1.456654,1522.9175
2073,Kepler-1398 c,1.03132,1.0806152,1.0236201,1524.7043
2074,Kepler-1073 d,1.49093,2.8191344,1.3750841,1524.7526
2075,Kepler-634 b,1.89449,4.2271124,1.4937425,1524.9542
2076,Kepler-826 b,1.25552,2.0976648,1.2925764,1530.7482
2077,Kepler-272 b,1.43488,77.867861,7.3666719,1533.1298
2078,TOI-451 b,1.9057,4.3224608,1.5060461,1534.0076
2079,Kepler-904 b,1.77118,3.7821532,1.461296,1539.5815
2080,Kepler-1104 b,1.2331,2.0404558,1.2863657,1543.4441
2081,Kepler-1061 b,1.98417,4.5767232,1.5187556,1544.5612
2082,Kepler-1148 b,1.69271,3.496108,1.4371468,1545.759
2083,Kepler-1571 b,1.52456,2.9240176,1.3848978,1547.8499
2084,Kepler-1825 b,1.42367,2.6093679,1.3538264,1548.9946
2085,Kepler-823 b,1.5694,3.0892882,1.4030152,1549.5898
2086,Kepler-280 b,1.44609,2.6983597,1.3660049,1550.2285
2087,Kepler-1371 c,0.63897,0.19705336,0.55533071,1550.9416
2088,Kepler-796 b,1.30036,2.2406874,1.3126799,1554.3246
2089,Kepler-638 b,1.82723,4.0046328,1.4804193,1554.5768
2090,Kepler-1943 b,1.54698,3.0161877,1.396326,1555.6169
2091,Kepler-845 b,2.04022,4.8309856,1.5387901,1557.7446
2092,Kepler-406 b,1.43488,6.3565601,2.1047634,1561.074
2093,Kepler-1275 b,1.47972,2.7937081,1.3740443,1561.3879
2094,Kepler-140 b,1.61424,3.2100628,1.410174,1567.1641
2095,Kepler-1315 b,1.37883,2.4790584,1.3408741,1569.9178
2096,Kepler-356 b,1.5694,3.0892882,1.4030152,1571.3875
2097,Kepler-1488 c,1.64787,3.3689768,1.4298403,1572.562
2098,Kepler-187 b,1.41246,2.5712285,1.3492184,1573.239
2099,Kepler-228 b,1.52456,2.9558004,1.3924041,1573.363
2100,K2-66 b,2.48862,21.300833,2.9256273,1574.0235
2101,Kepler-1365 c,0.79591,0.43542436,0.7396468,1574.0643
2102,Kepler-1464 c,0.99769,0.97255369,0.98732238,1574.2744
2103,K2-85 b,1.19947,1.8688287,1.2482169,1575.4732
2104,Kepler-1037 b,1.27794,2.1834784,1.3071313,1579.931
2105,Kepler-1434 b,1.10979,1.4111563,1.1276314,1580.5271
2106,Kepler-756 b,1.121,1.4588305,1.140774,1582.1537
2107,Kepler-520 c,1.06495,1.2395292,1.0788567,1583.3521
2108,Kepler-1859 b,1.58061,3.1306058,1.4073491,1583.8812
2109,Kepler-1293 b,0.97527,0.87084873,0.94495021,1586.8213
2110,Kepler-213 b,1.62545,3.2418456,1.4122428,1589.7157
2111,Kepler-1355 b,1.4573,2.7301425,1.3687312,1590.7309
2112,Kepler-1900 b,1.62545,3.2736284,1.4191486,1593.478
2113,Kepler-507 b,1.30036,2.2406874,1.3126799,1596.0267
2114,K2-294 b,1.65908,3.4007596,1.4317075,1596.1468
2115,Kepler-1271 b,1.47972,2.7937081,1.3740443,1596.3664
2116,Kepler-1167 b,1.71513,3.5596736,1.4406436,1597.5398
2117,Kepler-814 b,2.11869,5.1488136,1.5589058,1604.0885
2118,Kepler-1274 b,1.42367,2.6030113,1.3521764,1604.3651
2119,Kepler-1003 b,1.78239,3.813936,1.4628013,1606.1246
2120,Kepler-592 b,2.38773,6.2929945,1.6234393,1606.2956
2122,Kepler-1618 b,1.25552,2.1262693,1.3013596,1610.8992
2123,Kepler-1528 b,1.4573,2.7301425,1.3687312,1611.8509
